平均價,新北市_氣壓,臺中市_氣壓,臺南市_氣壓,高雄市_氣壓,桃園市_氣壓,新竹縣_氣壓,苗栗縣_氣壓,南投縣_氣壓,彰化縣_氣壓,雲林縣_氣壓,嘉義市_氣壓,屏東縣_氣壓,宜蘭縣_氣壓,花蓮縣_氣壓,臺東縣_氣壓,color
17.1125,976.6,1000.4,1008.9,1009.7,1003.0,995.3,1003.6,986.7,1006.9,884.8999999999999,1007.1,1006.8,1009.5,993.0,1008.2,"rgb(91,187,164)"
16.0,977.6,1002.5,1010.7,1011.2,1004.9,997.4,1005.4,988.8,1008.7,885.0,1009.2,1007.5,1009.9,993.1,1008.6,"rgb(113,182,142)"
17.1625,981.0,1004.2,1013.0,1013.7,1006.6,998.6,1007.0,990.5,1010.8,886.5,1011.3,1010.6,1015.2,998.6,1013.8,"rgb(91,204,164)"
16.1375,980.1,1004.2,1012.8,1013.7,1006.3,998.6,1007.1,990.7,1010.7,887.8999999999999,1010.8,1010.8,1013.7,998.2,1013.3,"rgb(88,204,167)"
16.1375,981.2,1004.6,1012.8,1013.3,1007.8,999.8,1007.9,990.9,1011.0,888.1999999999998,1011.0,1010.5,1013.8,997.4,1012.6,"rgb(87,204,168)"
15.4,981.8,1004.7,1013.6,1014.4,1008.1,999.9,1008.1,991.0,1011.3,887.8999999999999,1011.6,1011.4,1015.7,998.7,1013.9,"rgb(95,206,160)"
16.025,981.2,1004.7,1013.3,1014.0,1007.8,999.7,1007.8,990.8,1011.1,887.1999999999998,1011.4,1011.0,1015.2,998.1,1013.3,"rgb(97,204,158)"
15.6375,984.0,1006.3,1014.6,1014.9,1011.3,1002.5,1010.4,992.1,1012.6,887.8999999999999,1012.9,1011.9,1018.3,1000.1,1014.9,"rgb(115,179,140)"
14.4125,981.8,1005.8,1013.0,1014.4,1008.7,1000.8,1009.0,991.8,1012.1,888.8999999999999,1012.3,1011.4,1014.8,998.2,1013.6,"rgb(92,207,163)"
16.025,983.4,1006.8,1014.3,1015.6,1010.5,1002.6,1010.6,992.9,1013.2,889.3000000000002,1013.4,1012.4,1016.6,999.7,1014.8,"rgb(97,210,158)"
15.314285714285711,985.0,1008.3,1015.9,1017.4,1012.4,1004.3,1012.3,994.3,1014.8,890.1000000000001,1015.0,1014.1,1018.4,1001.4,1016.5,"rgb(129,235,126)"
15.325,985.7,1009.4,1016.9,1018.3,1013.1,1005.0,1013.1,995.3,1015.9,890.5,1016.1,1015.2,1019.9,1002.4,1017.4,"rgb(132,232,123)"
15.9125,984.8,1008.9,1016.9,1018.3,1011.6,1003.4,1011.7,994.9,1015.3,890.1000000000001,1016.0,1015.0,1019.1,1001.8,1016.9,"rgb(129,239,126)"
15.3,988.7,1009.7,1017.4,1019.0,1015.3,1005.4,1013.7,995.6,1016.1,891.1000000000001,1016.5,1015.7,1023.6,1005.1,1019.3,"rgb(137,226,118)"
15.037499999999998,988.0,1011.1,1018.7,1020.2,1014.9,1006.2,1014.4,996.8,1017.5,891.6999999999998,1017.9,1016.7,1023.0,1005.2,1020.0,"rgb(131,220,124)"
15.2375,985.1,1009.3,1016.8,1018.4,1011.2,1003.4,1012.0,995.1,1015.6,891.3000000000002,1015.9,1015.3,1019.4,1002.8,1018.1,"rgb(126,240,129)"
16.1375,982.9,1006.9,1014.4,1016.1,1009.3,1001.4,1009.9,993.1,1013.3,890.1000000000001,1013.5,1013.2,1016.1,999.8,1015.1,"rgb(89,206,166)"
17.85,977.1,1001.4,1009.3,1011.5,1002.9,995.3,1003.7,987.9,1007.6,886.4,1007.9,1009.0,1009.7,994.1,1009.7,"rgb(58,190,197)"
15.0,987.7,1009.6,1017.9,1018.6,1014.8,1005.4,1013.4,995.0,1015.8,889.3,1016.5,1014.8,1023.0,1004.4,1019.4,"rgb(127,215,128)"
17.2875,985.8,1009.5,1018.4,1018.8,1012.3,1003.9,1012.3,995.0,1015.7,890.1000000000001,1016.3,1015.5,1021.2,1004.3,1019.7,"rgb(132,225,123)"
17.3375,984.9,1009.3,1017.9,1018.0,1012.2,1004.4,1012.6,995.1,1015.7,891.0,1016.0,1014.9,1017.8,1001.2,1017.1,"rgb(128,238,127)"
16.662499999999998,987.1,1009.9,1018.8,1019.2,1013.7,1005.3,1013.5,995.8,1016.4,891.8000000000002,1016.8,1016.0,1021.3,1003.7,1018.9,"rgb(130,235,125)"
17.34285714285714,985.1,1009.7,1018.5,1019.1,1011.0,1003.7,1012.4,995.5,1016.1,891.6000000000001,1016.5,1016.1,1018.9,1003.8,1019.6,"rgb(125,241,130)"
14.0,984.6,1008.0,1016.5,1017.3,1010.8,1002.9,1011.1,994.3,1014.3,891.4,1014.6,1014.7,1017.6,1002.1,1017.9,"rgb(80,209,175)"
17.775,981.5,1005.2,1013.8,1014.7,1007.9,1000.0,1008.4,991.7,1011.7,889.8000000000002,1011.9,1012.2,1014.3,999.1,1014.9,"rgb(76,204,179)"
17.6375,980.2,1003.2,1011.5,1012.1,1006.8,998.7,1006.9,989.5,1009.6,887.5,1009.8,1009.2,1012.8,996.1,1011.6,"rgb(77,198,178)"
16.5875,983.1,1004.9,1013.4,1013.8,1010.2,1001.6,1009.4,990.9,1011.4,887.8000000000002,1011.7,1010.6,1016.8,998.8,1014.0,"rgb(106,204,149)"
16.9125,986.2,1008.2,1016.8,1017.0,1013.6,1004.5,1012.5,993.8,1014.6,889.0,1015.0,1013.4,1020.7,1002.2,1017.0,"rgb(136,227,119)"
16.9875,989.3,1010.4,1019.1,1019.5,1016.3,1006.6,1014.7,995.9,1016.8,890.5,1017.2,1016.0,1024.6,1005.7,1020.4,"rgb(139,226,116)"
17.342857142857138,988.6,1010.6,1019.5,1019.9,1015.0,1005.9,1014.2,996.2,1016.9,890.8999999999999,1017.5,1016.5,1023.9,1005.8,1020.8,"rgb(133,224,122)"
12.5,985.0,1008.3,1017.4,1018.1,1010.1,1002.3,1011.0,994.2,1014.7,890.0,1015.3,1015.3,1019.9,1003.5,1019.0,"rgb(123,237,132)"
18.2125,980.3,1004.8,1013.1,1014.3,1006.6,998.9,1007.4,990.8,1011.0,887.8999999999999,1011.5,1011.3,1014.3,999.1,1014.7,"rgb(78,205,177)"
18.7125,977.0,1001.1,1009.0,1010.7,1003.1,995.5,1003.9,987.6,1007.5,885.8999999999999,1007.8,1008.5,1009.7,995.2,1011.1,"rgb(72,199,183)"
18.857142857142858,976.2,999.8,1007.4,1009.3,1002.3,994.5,1002.8,986.5,1006.2,885.3999999999999,1006.4,1006.6,1008.5,992.6,1007.8,"rgb(108,178,147)"
17.9,977.3,1000.9,1008.2,1009.6,1003.8,995.7,1004.2,987.1,1007.1,885.3000000000002,1007.5,1006.8,1009.8,993.4,1008.8,"rgb(109,165,146)"
18.7375,979.5,1001.8,1009.7,1010.3,1006.1,997.6,1005.6,987.7,1008.0,885.5,1008.3,1007.7,1012.7,995.0,1010.3,"rgb(112,185,143)"
19.085714285714285,982.9,1005.2,1013.6,1013.7,1010.2,1001.5,1009.3,990.9,1011.5,886.6999999999998,1012.0,1010.7,1017.2,999.2,1014.2,"rgb(116,189,139)"
17.0,982.7,1005.5,1014.4,1014.7,1009.3,1000.7,1008.9,991.2,1011.8,886.6,1012.4,1011.6,1017.3,1000.1,1015.3,"rgb(120,212,135)"
19.8875,979.2,1003.5,1011.7,1011.7,1006.5,998.6,1006.9,989.2,1009.6,885.3000000000002,1010.1,1008.3,1012.2,995.4,1010.9,"rgb(113,177,142)"
20.125,980.9,1004.4,1013.1,1013.6,1007.0,999.1,1007.6,990.3,1010.6,887.6000000000001,1011.1,1010.6,1015.1,998.9,1014.4,"rgb(91,202,164)"
20.5,980.6,1004.6,1013.0,1013.6,1007.2,999.3,1007.7,990.9,1011.0,888.6999999999998,1011.2,1010.8,1013.5,997.6,1013.3,"rgb(81,201,174)"
21.4875,980.4,1003.6,1011.7,1012.5,1006.6,998.5,1006.9,990.1,1010.0,888.1000000000001,1010.0,1009.9,1012.8,996.5,1012.2,"rgb(74,199,181)"
22.85,981.5,1004.4,1012.8,1013.4,1007.7,999.7,1008.1,990.6,1011.0,888.6000000000001,1011.1,1010.8,1014.5,998.1,1013.3,"rgb(82,199,173)"
22.82857142857143,979.6,1003.5,1011.9,1012.6,1006.2,998.3,1006.7,989.9,1009.9,887.8999999999999,1010.2,1010.3,1011.9,996.5,1012.7,"rgb(74,200,181)"
20.0,976.8,1000.2,1008.6,1010.0,1002.6,994.8,1003.0,986.9,1006.3,885.8,1006.4,1008.0,1008.8,993.3,1009.1,"rgb(53,190,202)"
24.137500000000006,977.4,1000.5,1008.9,1009.9,1002.9,995.1,1003.6,987.1,1007.0,885.6999999999998,1007.2,1007.3,1010.2,994.2,1009.7,"rgb(53,185,202)"
23.112500000000004,977.1,1000.4,1008.5,1008.9,1004.2,996.1,1004.3,986.7,1006.8,884.8000000000002,1006.9,1006.0,1008.9,992.6,1007.8,"rgb(75,192,180)"
24.62857142857143,977.8,1001.1,1009.4,1009.9,1004.9,996.9,1004.8,987.1,1007.4,885.3000000000002,1007.7,1007.0,1010.5,993.9,1009.3,"rgb(81,192,174)"
24.6,981.6,1003.8,1011.9,1012.0,1009.0,1000.5,1008.3,989.7,1010.1,886.5,1010.5,1009.0,1014.9,996.7,1012.1,"rgb(111,190,144)"
24.0625,984.2,1006.7,1015.0,1015.2,1011.6,1003.0,1010.8,992.2,1012.9,888.3000000000002,1013.3,1011.9,1018.5,1000.3,1015.5,"rgb(121,214,134)"
24.6,986.8,1008.3,1016.8,1017.1,1013.2,1004.1,1012.1,993.8,1014.5,889.3999999999999,1015.1,1014.1,1021.6,1003.2,1018.1,"rgb(122,214,133)"
19.0,987.8,1009.7,1018.4,1018.9,1013.8,1004.3,1012.8,995.3,1015.9,890.8,1016.5,1015.7,1023.0,1005.3,1020.3,"rgb(120,206,135)"
23.61111111111111,986.9,1010.0,1019.5,1018.9,1013.5,1005.1,1013.5,995.8,1016.4,891.5,1016.6,1015.8,1021.4,1003.4,1018.7,"rgb(127,211,128)"
24.1625,982.2,1006.7,1014.7,1015.7,1009.1,1001.3,1009.8,992.7,1014.3,890.3000000000002,1013.4,1012.8,1015.2,999.5,1015.3,"rgb(80,206,175)"
24.425,979.8,1003.7,1012.1,1013.1,1005.5,998.0,1006.4,990.3,1011.2,888.6999999999998,1010.2,1010.5,1012.1,996.2,1012.2,"rgb(64,199,191)"
25.4,979.0,1002.5,1010.9,1012.2,1004.3,996.8,1005.2,989.4,1010.0,888.1999999999998,1008.9,1009.9,1011.0,995.5,1011.5,"rgb(44,192,211)"
24.885714285714286,980.4,1003.3,1011.7,1012.8,1005.7,997.8,1006.0,990.1,1010.9,888.8000000000002,1009.8,1010.3,1012.5,996.3,1012.1,"rgb(45,201,210)"
22.0,981.5,1004.2,1012.6,1013.3,1007.6,999.3,1007.7,990.6,1011.8,888.7,1010.9,1010.7,1014.7,997.6,1013.1,"rgb(77,200,178)"
24.477777777777767,981.5,1004.1,1012.2,1012.9,1008.2,1000.0,1008.1,991.0,1011.7,888.3999999999999,1010.6,1010.1,1014.3,997.3,1012.6,"rgb(79,202,176)"
24.8375,983.9,1005.2,1013.7,1014.3,1009.2,1000.7,1008.9,992.5,1012.7,888.8999999999999,1012.0,1011.3,1018.2,1001.4,1016.2,"rgb(93,233,162)"
24.1375,980.7,1004.5,1013.1,1013.9,1006.6,999.0,1007.5,992.1,1012.1,888.8999999999999,1011.2,1011.3,1013.6,998.6,1014.4,"rgb(67,215,188)"
25.2,980.3,1003.1,1011.2,1012.0,1006.4,998.4,1006.6,990.7,1010.6,888.1000000000001,1009.4,1009.3,1012.4,995.7,1011.1,"rgb(32,211,223)"
24.275,986.6,1007.3,1015.7,1016.0,1013.4,1004.2,1011.6,994.0,1014.7,887.8999999999999,1014.1,1012.9,1021.2,1002.4,1017.4,"rgb(137,228,118)"
24.214285714285715,987.1,1008.2,1016.9,1017.8,1012.5,1003.4,1011.5,995.2,1015.5,889.8999999999999,1014.9,1015.5,1022.0,1004.6,1019.8,"rgb(118,235,137)"
20.0,987.3,1009.3,1018.2,1019.2,1012.1,1003.6,1011.9,996.4,1016.6,891.7,1016.0,1017.4,1022.2,1006.1,1021.4,"rgb(94,254,161)"
22.9375,987.9,1010.6,1019.3,1020.4,1012.5,1004.8,1013.2,997.9,1017.8,893.3000000000002,1017.3,1018.7,1022.6,1006.9,1022.5,"rgb(91,255,164)"
22.4,986.7,1009.7,1018.3,1019.5,1011.3,1003.7,1012.1,997.0,1017.0,892.6000000000001,1016.5,1017.6,1021.5,1006.2,1021.7,"rgb(91,255,164)"
23.2,984.7,1008.6,1016.8,1017.9,1010.2,1002.6,1011.0,995.9,1015.8,891.3999999999999,1015.0,1016.0,1019.1,1004.6,1020.1,"rgb(89,254,166)"
21.1875,981.8,1005.9,1014.4,1015.5,1007.5,1000.0,1008.4,993.3,1013.1,889.8999999999999,1012.4,1013.1,1015.2,1000.2,1016.0,"rgb(70,222,185)"
21.6,986.9,1007.4,1015.6,1016.2,1012.8,1003.8,1011.5,994.6,1014.7,890.6999999999998,1014.0,1014.4,1020.9,1003.1,1018.0,"rgb(113,233,142)"
21.325,985.5,1007.8,1016.8,1017.9,1010.3,1002.2,1010.4,995.1,1015.0,891.1000000000001,1014.6,1016.0,1020.3,1004.5,1019.8,"rgb(90,254,165)"
19.966666666666672,981.7,1006.1,1014.6,1015.7,1007.6,1000.2,1008.5,993.6,1013.4,890.1999999999998,1012.8,1013.1,1015.0,999.5,1015.3,"rgb(69,217,186)"
22.285714285714285,984.4,1006.6,1014.9,1015.9,1009.7,1001.6,1009.6,994.1,1013.8,891.1999999999998,1013.1,1013.5,1017.4,1000.4,1015.1,"rgb(82,244,173)"
25.5,982.8,1006.0,1014.9,1016.2,1007.8,1000.1,1008.5,993.5,1013.3,890.3,1012.9,1014.5,1017.4,1001.9,1017.9,"rgb(84,249,171)"
20.0,980.7,1004.4,1012.6,1013.5,1006.9,999.2,1007.3,991.8,1011.5,888.4,1010.8,1011.1,1013.9,997.3,1012.9,"rgb(92,189,163)"
22.0,983.8,1005.0,1013.8,1014.7,1008.5,999.8,1007.9,992.3,1012.1,888.9,1011.8,1012.4,1018.0,1000.9,1016.0,"rgb(115,213,140)"
21.0,984.7,1006.4,1015.2,1016.4,1008.8,1000.8,1008.9,993.8,1013.5,890.1000000000001,1013.2,1014.3,1019.1,1003.1,1018.4,"rgb(86,251,169)"
20.885714285714286,983.7,1006.6,1015.0,1016.2,1008.4,1000.9,1009.0,994.0,1013.7,890.3000000000002,1013.1,1014.1,1017.8,1002.7,1018.2,"rgb(87,252,168)"
19.0,982.9,1005.7,1014.1,1015.2,1008.3,1000.7,1008.7,993.1,1012.8,890.0,1012.2,1013.2,1016.4,1000.8,1016.4,"rgb(87,193,168)"
20.7375,980.5,1004.2,1012.6,1013.8,1005.7,998.3,1006.6,991.8,1011.3,889.3999999999999,1010.7,1011.8,1013.2,998.0,1013.9,"rgb(47,196,208)"
20.65714285714285,978.0,1001.9,1010.2,1011.4,1003.2,995.7,1003.9,989.5,1008.9,887.5,1008.4,1008.9,1010.1,994.1,1009.8,"rgb(49,164,206)"
20.575,977.2,1000.9,1009.4,1010.6,1002.5,995.1,1003.4,988.6,1008.1,886.5,1007.6,1008.0,1009.5,993.7,1009.6,"rgb(44,178,211)"
19.525,976.9,1001.6,1010.1,1011.2,1002.3,994.9,1003.3,989.4,1008.7,887.5,1008.3,1008.4,1008.9,992.8,1008.0,"rgb(40,167,215)"
19.925,978.5,1002.1,1010.6,1011.7,1004.0,996.4,1004.6,989.8,1009.3,887.6000000000001,1008.9,1009.3,1011.5,995.2,1010.8,"rgb(46,179,209)"
20.01428571428571,975.9,1000.3,1009.0,1010.1,1001.5,994.0,1002.3,988.1,1007.3,886.1000000000001,1007.0,1007.2,1008.1,992.1,1007.5,"rgb(46,172,209)"
19.0,976.9,999.8,1008.2,1009.2,1003.0,995.1,1002.9,987.3,1006.8,885.2,1006.4,1006.5,1009.4,992.9,1008.2,"rgb(108,168,147)"
19.7125,977.8,1000.5,1009.2,1010.0,1003.3,995.3,1003.3,987.7,1007.3,885.1000000000001,1007.3,1007.9,1011.4,995.3,1010.8,"rgb(64,188,191)"
18.744444444444444,976.5,1000.3,1008.6,1009.6,1002.3,994.8,1003.0,987.7,1007.3,885.1999999999998,1006.8,1007.2,1009.4,993.9,1009.6,"rgb(25,172,230)"
19.8375,976.8,1000.4,1008.9,1009.8,1002.4,994.9,1003.0,988.0,1007.3,886.0,1007.0,1007.2,1009.3,993.4,1008.8,"rgb(47,178,208)"
20.214285714285715,976.0,999.7,1008.3,1009.4,1001.3,993.9,1002.1,987.5,1006.6,885.3999999999999,1006.3,1007.0,1008.7,993.1,1008.8,"rgb(18,171,237)"
19.928571428571427,973.1,998.2,1007.1,1008.4,998.5,991.1,999.7,986.0,1005.1,884.3000000000002,1004.8,1005.7,1005.0,989.4,1005.0,"rgb(38,156,217)"
20.366666666666667,977.8,1000.7,1009.1,1010.2,1002.9,995.2,1003.3,988.3,1007.6,886.0,1007.3,1007.9,1011.0,994.9,1010.2,"rgb(52,171,203)"
17.0,977.4,1001.0,1009.3,1010.4,1002.8,995.3,1003.5,988.6,1007.9,886.6,1007.5,1008.2,1010.4,995.0,1010.7,"rgb(45,176,210)"
19.575,974.8,998.7,1007.7,1009.2,999.6,992.2,1000.5,986.7,1005.6,885.6000000000001,1005.4,1006.9,1007.0,991.6,1007.5,"rgb(41,150,214)"
19.342857142857145,972.9,998.6,1007.8,1009.0,998.2,990.9,999.7,986.5,1005.5,885.6000000000001,1005.5,1006.3,1004.6,988.6,1004.8,"rgb(90,183,165)"
18.012500000000006,978.5,1000.2,1008.8,1009.9,1003.8,995.5,1003.4,987.7,1007.1,886.0,1007.0,1007.9,1012.2,995.3,1010.5,"rgb(107,166,148)"
18.3875,977.7,1001.3,1009.5,1010.2,1003.2,995.9,1003.8,988.6,1008.0,886.1000000000001,1007.8,1008.2,1011.3,995.6,1011.3,"rgb(109,170,146)"
18.6375,977.9,1001.6,1010.0,1010.9,1003.2,995.7,1003.8,989.1,1008.2,886.8000000000002,1008.1,1008.8,1010.6,995.4,1010.9,"rgb(42,164,213)"
18.3,975.4,999.8,1008.5,1009.7,1000.3,993.0,1001.3,987.5,1006.6,886.1000000000001,1006.3,1007.3,1007.5,991.7,1007.2,"rgb(40,158,215)"
17.0,973.5,998.7,1007.5,1008.6,998.4,991.2,999.9,986.6,1005.5,885.2,1005.4,1006.0,1005.3,990.4,1005.6,"rgb(4,125,251)"
18.2,972.9,998.6,1007.7,1008.9,997.8,990.7,999.7,986.6,1005.5,885.6999999999998,1005.5,1006.1,1004.6,989.4,1004.8,"rgb(29,152,226)"
18.3375,972.6,998.0,1006.9,1007.9,997.9,990.6,999.6,985.9,1005.0,884.8999999999999,1004.9,1005.0,1004.6,988.8,1004.2,"rgb(107,167,148)"
17.900000000000006,974.6,997.1,1005.9,1007.2,999.7,991.9,999.9,984.9,1004.2,883.6999999999998,1003.9,1005.0,1007.4,991.4,1006.9,"rgb(28,120,227)"
18.9,974.5,997.6,1006.0,1007.0,1000.1,992.4,1000.4,985.0,1004.5,883.3999999999999,1004.3,1004.5,1007.6,991.0,1006.1,"rgb(6,124,249)"
19.5875,976.3,999.1,1007.6,1008.4,1002.0,994.2,1002.2,986.5,1006.1,884.6999999999998,1005.8,1006.1,1009.0,993.0,1008.5,"rgb(50,178,205)"
20.016666666666673,977.3,1000.1,1008.7,1009.9,1002.6,994.9,1002.9,987.6,1007.1,885.8000000000002,1006.7,1007.7,1010.2,994.3,1009.9,"rgb(48,177,207)"
18.0,976.7,1000.4,1009.0,1010.0,1002.0,994.6,1002.8,988.0,1007.4,886.0,1007.1,1007.8,1009.3,994.1,1009.8,"rgb(45,174,210)"
20.0875,973.6,998.9,1007.6,1008.7,998.5,991.4,1000.1,986.7,1005.9,885.3999999999999,1005.7,1005.9,1005.8,990.9,1006.2,"rgb(30,154,225)"
19.2125,975.1,998.8,1007.6,1008.7,1000.4,992.9,1001.0,986.6,1005.7,885.5,1005.6,1005.8,1007.0,991.0,1006.5,"rgb(55,148,200)"
19.142857142857142,977.1,999.5,1007.7,1008.8,1002.5,994.6,1002.5,986.9,1006.4,885.6999999999998,1006.1,1006.6,1009.7,993.4,1008.7,"rgb(52,168,203)"
19.55714285714285,976.0,998.4,1007.1,1008.0,1000.6,992.9,1001.0,985.9,1005.4,884.3000000000002,1005.3,1005.6,1008.9,992.9,1008.1,"rgb(48,172,207)"
19.442857142857143,974.4,997.6,1006.1,1007.0,999.2,991.8,999.9,985.1,1004.5,883.6999999999998,1004.2,1004.6,1007.2,991.0,1006.5,"rgb(112,202,143)"
19.928571428571427,974.5,997.9,1006.3,1007.4,999.6,992.2,1000.1,985.5,1004.7,884.3999999999999,1004.4,1005.1,1006.2,991.1,1006.6,"rgb(57,147,198)"
19.771428571428565,976.4,997.5,1005.7,1006.5,1001.8,993.5,1000.9,984.8,1004.2,883.6999999999998,1004.0,1004.3,1008.1,991.7,1006.7,"rgb(40,139,215)"
19.414285714285715,975.7,997.0,1005.4,1006.3,1000.6,992.4,1000.1,984.4,1003.8,883.6999999999998,1003.7,1004.0,1007.9,991.8,1006.9,"rgb(33,151,222)"
20.18571428571429,973.1,995.1,1003.2,1003.7,998.4,990.7,998.2,982.3,1001.8,881.5,1001.5,1001.5,1004.6,988.7,1003.8,"rgb(34,143,221)"
20.883333333333336,971.5,992.8,1001.1,1002.0,996.6,987.5,995.7,980.1,999.5,879.6,999.4,999.9,1003.5,986.9,1001.6,"rgb(42,139,213)"
20.0,970.3,993.1,1001.1,1001.9,995.6,988.0,995.8,980.4,999.7,879.8,999.5,999.7,1001.6,985.9,1001.1,"rgb(47,145,208)"
20.216666666666665,971.4,993.9,1002.3,1003.0,996.6,988.9,996.6,981.4,1000.6,880.9,1000.6,1000.8,1002.6,987.1,1002.7,"rgb(35,134,220)"
19.857142857142858,971.7,994.5,1002.9,1004.0,996.3,988.8,996.9,982.0,1001.2,881.8000000000002,1001.1,1001.8,1004.1,988.6,1004.0,"rgb(29,120,226)"
18.6125,972.2,996.4,1005.2,1006.5,996.6,989.3,997.6,983.9,1002.8,883.8000000000002,1003.0,1004.0,1003.5,988.0,1003.3,"rgb(14,126,241)"
18.733333333333334,970.5,995.3,1004.1,1005.3,994.9,987.7,996.3,982.8,1001.6,882.3000000000002,1002.0,1002.9,1001.7,986.2,1001.5,"rgb(7,127,248)"
19.085714285714285,967.5,992.2,1001.0,1002.3,991.8,984.9,993.3,979.8,998.5,879.8000000000002,999.2,1000.4,999.0,984.5,1000.1,"rgb(13,117,242)"
20.0,965.2,990.5,999.6,1000.9,989.6,982.9,991.4,978.3,996.9,878.7,997.7,998.9,996.6,981.8,997.3,"rgb(101,160,154)"
18.5,966.0,989.4,998.6,999.7,990.9,983.3,991.2,976.9,995.8,877.3000000000002,996.3,997.6,997.5,982.1,997.5,"rgb(101,159,154)"
19.0,969.9,992.0,1000.5,1001.6,994.4,986.7,994.5,979.5,998.5,879.1999999999998,998.4,1000.1,1001.9,986.3,1001.5,"rgb(26,118,229)"
19.137500000000006,969.4,992.1,1000.3,1001.4,994.2,986.7,994.5,979.4,998.4,878.8999999999999,998.4,999.9,1001.2,986.5,1001.9,"rgb(5,118,250)"
18.9125,968.7,992.2,1000.9,1002.1,993.4,986.1,994.0,979.5,998.5,879.1999999999998,998.5,1000.3,999.9,985.9,1002.1,"rgb(24,117,231)"
18.45,972.1,995.1,1003.0,1003.8,997.1,989.7,997.5,982.4,1001.5,881.9,1001.2,1002.1,1003.7,988.9,1004.7,"rgb(28,139,227)"
19.066666666666666,972.7,995.6,1004.0,1004.7,997.1,989.9,998.0,983.1,1002.2,882.6,1002.1,1003.1,1004.4,989.9,1005.5,"rgb(3,131,252)"
19.4,969.5,992.9,1001.3,1002.5,994.3,987.1,995.2,980.4,999.3,880.0,999.2,1000.4,1001.2,985.9,1001.3,"rgb(22,169,233)"
19.2875,967.0,990.6,999.1,1000.3,991.7,984.4,992.2,978.0,996.8,877.6999999999998,997.1,998.5,998.8,983.5,999.5,"rgb(7,120,248)"
19.475,965.8,988.6,998.2,999.9,990.9,983.3,991.1,976.0,994.2,876.1999999999998,995.8,998.4,997.5,982.4,998.1,"rgb(10,117,245)"
19.75714285714286,972.5,996.4,1005.3,1006.5,998.0,990.7,998.5,983.7,1002.8,883.0,1003.1,1004.2,1004.1,988.7,1004.4,"rgb(17,121,238)"
19.433333333333334,974.2,998.0,1007.0,1008.2,999.1,991.7,999.7,985.4,1004.4,884.6999999999998,1004.5,1006.1,1006.3,990.8,1006.5,"rgb(49,149,206)"
19.45,972.6,997.1,1006.2,1007.4,997.4,990.1,998.3,984.5,1003.4,884.1,1003.8,1005.1,1004.5,988.6,1004.0,"rgb(10,140,245)"
18.0,973.0,997.1,1005.9,1007.1,997.9,990.6,998.7,984.6,1003.6,884.1,1003.7,1004.6,1005.0,989.0,1004.8,"rgb(25,150,230)"
